SpeciesId,StatArea,BroodYear,Escape,TR2,TR3,TR4,TR5,TR6,TR7,Total,Total ER,Age2,Age3,Age4,Age5,Age6,Age7
CO,02W,1999,21225.505,,45423.92887,0,,0,,45423.92887,0.021387975,,1,0,0,0,0
CO,3,1999,150652.6878,,234768.4967,137296.6327,897.6325066,33.84891498,0,372996.6108,0.501846086,,0.59858,0.39909,0.00226,0.00006,0
CO,4,1999,320111.9781,,376565.7579,117740.6095,1028.699315,0,0,495335.0667,0.220022637,,0.75139,0.24624,0.00236,0,0
CO,6,1999,104273.5363,,277387.1192,42772.60268,2341.089223,0,0,322500.8112,0.221974103,,0.81662,0.17795,0.00542,0,0
CO,7,1999,28768.26934,,75892.58737,3821.24695,0,0,0,79713.83432,0.152973047,,0.91212,0.08787,0,0,0
CO,8,1999,62942.17798,,63250.10412,24067.81121,0,0,0,87317.91533,0.159679503,,0.74897,0.25102,0,0,0
CO,9,1999,,,52819.84279,,0,0,,52819.84279,,,0.79411,0.20588,0,0,0
CO,10,1999,28442.34228,,78799.40304,37270.39051,0,0,0,116069.7935,0.080048772,,0.77485,0.22514,0,0,0
PKo,02E,1999,8278.717303,10358.28209,,0,,0,,10358.28209,0,1,0,0,0,0,0
PKo,3,1999,849179.6662,2139751.706,,0,,0,,2139751.706,0.61761888,1,0,0,0,0,0
PKo,4,1999,1862860.662,4326721.914,,0,,0,,4326721.914,0.517160238,1,0,0,0,0,0
PKo,5,1999,492851.0643,837716.0442,,0,,0,,837716.0442,0.32299842,1,0,0,0,0,0
PKo,6,1999,1102483.881,4281630.675,,0,,0,,4281630.675,0.020533124,1,0,0,0,0,0
PKo,7,1999,279601.3248,1049215.081,,0,,0,,1049215.081,0.15341675,1,0,0,0,0,0
PKo,8,1999,1417027.419,4459073.479,,0,,0,,4459073.479,0.082350488,1,0,0,0,0,0
PKo,9,1999,158651.529,1906746.427,,0,,0,,1906746.427,0,1,0,0,0,0,0
PKo,10,1999,,,,0,,0,,0,,1,0,0,0,0,0
SX,1,1999,35028.60217,,101.3388928,18036.22264,3885.532679,135.209398,0,22158.30361,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,1999,21148.37822,,783.7785331,18247.31743,12679.88298,0,0,31710.97895,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,1999,210959,,16187.99143,330815.9004,576466.7128,80402.07328,118.6483551,1003991.326,0.74969477,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,1999,723634,,17850.56251,985591.6534,828818.5644,12055.76748,0,1844316.548,0.220450862,,0.013,0.46597,0.51008,0.01092,0
SX,6,1999,35187.02617,,3888.727633,69986.85737,10009.20572,0,0,83884.79073,0.179254416,,0.05769,0.77564,0.16666,0,0
SX,7,1999,2840.43943,,425.1384874,9212.108878,4349.016591,125.6415911,16.89807834,14128.80363,0.648827261,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,1999,80069.96977,,20154.27239,48265.57326,20930.84845,286.9148824,0,89637.60899,0.069775572,,0.12787,0.60919,0.25,0.01293,0
SX,9,1999,7422.2,,3350.092266,99933.99751,155723.4514,2312.000909,21.72923047,261341.2713,0.081319933,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,1999,5902.585346,,242.1658324,65945.62931,4829.290583,157.9342385,0,71175.01996,0,,0.00263,0.36722,0.61886,0.01127,0
CM,1,2000,19952.78453,,0,5611.01927,389.3085821,0,0,6000.327853,0.012960811,,0,0.89285,0.10714,0,0
CM,02E,2000,259830.9956,,38142.34844,165987.6464,28847.30365,370.30366,0,233347.6022,0.222747046,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,2000,131385.9601,,9260.257839,121811.7031,50240.06385,1424.361853,0,182736.3867,0.197828949,,0.07939,0.69702,0.21237,0.0112,0
CM,3,2000,39338.22372,,9430.350249,99089.07191,10352.00686,656.3641099,0,119527.7931,0.350104159,,0.08855,0.76025,0.1447,0.00647,0
CM,4,2000,9986.80698,,1015.771263,53298.38401,4704.829301,44.56141575,0,59063.54599,0.261602979,,0.01986,0.89403,0.08388,0.0022,0
CM,5,2000,5809.309533,,1483.726948,10016.51571,285.8881409,0,0,11786.1308,0.204197486,,0.09714,0.87428,0.02857,0,0
CM,6,2000,71532.10748,,149146.6934,254799.4028,32928.95211,212.0925004,0,437087.1408,0.178236824,,0.21289,0.68521,0.10097,0.00091,0
CM,7,2000,307072.4911,,223359.7861,551744.5758,27069.56349,422.0965887,0,802596.022,0.101111346,,0.27588,0.65695,0.06577,0.00138,0
CM,8,2000,300068.8213,,244272.2362,1055220.333,50524.95226,1298.089224,0,1351315.61,0.135549345,,0.17212,0.73415,0.09183,0.00187,0
CM,9,2000,134114.1385,,30124.34877,83475.62429,26079.22843,0,0,139679.2015,0,,0.16666,0.66666,0.16666,0,0
CM,10,2000,13770.52048,,38380.98046,41470.2873,1157.675375,0,0,81008.94314,0,,0.4643,0.4852,0.05049,0,0
CN,3,2000,19348.44409,,4892.332439,9944.760674,13689.40947,5373.840958,81.74812584,33982.09166,0.421967099,,0.11044,0.28912,0.47981,0.11857,0.00203
CN,4,2000,95563,,5020.075608,35967.9554,63006.55596,51636.19019,1017.837105,156648.6143,0.428921169,,0.02757,0.16565,0.45584,0.34313,0.00779
CN,6,2000,671.5549953,,74.20508599,235.7643385,464.7489856,49.46817727,11.33590446,835.5224919,0.100478469,,0.08068,0.3643,0.52078,0.03178,0.00244
CN,8,2000,27514,,3285.608716,14366.00827,24370.77677,3819.024979,8.492133216,45849.91087,0.298492035,,0.0811,0.33302,0.50783,0.07772,0.0003
CN,10,2000,781.1002994,,25.64799924,633.199552,183.934347,36.28582369,0,879.067722,0.153519353,,0.04591,0.62755,0.30102,0.02551,0
CO,02E,2000,99821.70979,,138021.4987,6343.489925,0,0,0,144364.9886,0,,0.97333,0.02666,0,0,0
CO,02W,2000,33443.11276,,40383.98308,,0,,,40383.98308,0,,1,0,0,0,0
CO,3,2000,112242.6921,,205923.3411,158432.1374,1218.560939,20.33043383,0,365594.3699,0.53026272,,0.59858,0.39909,0.00226,0.00006,0
CO,4,2000,214136.158,,359278.5812,107045.2405,1643.099758,0,0,467966.9215,0.176199106,,0.75139,0.24624,0.00236,0,0
CO,6,2000,168863.3018,,196276.3088,76865.76284,2425.264556,0,0,275567.3361,0.143162472,,0.81662,0.17795,0.00542,0,0
CO,7,2000,26558.46601,,39661.908,3654.38029,0,0,0,43316.28829,0.105451151,,0.91212,0.08787,0,0,0
CO,8,2000,51310.31126,,71808.87933,22684.9177,0,0,0,94493.79703,0.112945463,,0.74897,0.25102,0,0,0
CO,9,2000,,,,19861.02836,0,,0,19861.02836,,,0.79411,0.20588,0,0,0
CO,10,2000,59976.2435,,128269.0587,23365.55745,0,0,0,151634.6162,0.061336037,,0.77485,0.22514,0,0,0
PKe,1,2000,736793.1117,1504018.982,,0,,0,,1504018.982,0.000760828,1,0,0,0,0,0
PKe,02E,2000,453715.5356,655127.4614,,0,,0,,655127.4614,0.030786482,1,0,0,0,0,0
PKe,02W,2000,482390.5764,399004.7491,,0,,0,,399004.7491,0.511069775,1,0,0,0,0,0
PKe,3,2000,609806.6836,1547618.094,,0,,0,,1547618.094,0.357692526,1,0,0,0,0,0
PKe,4,2000,575557.831,1389443.264,,0,,0,,1389443.264,0.505292294,1,0,0,0,0,0
PKe,5,2000,559822.2667,1076965.484,,0,,0,,1076965.484,0.306492681,1,0,0,0,0,0
PKe,6,2000,2951338.625,1505529.708,,0,,0,,1505529.708,0.344446141,1,0,0,0,0,0
PKe,7,2000,335295.589,700528.5616,,0,,0,,700528.5616,0.007180492,1,0,0,0,0,0
PKe,8,2000,2504360.138,4155837.698,,0,,0,,4155837.698,0.026061552,1,0,0,0,0,0
PKe,9,2000,476673.609,1302082.423,,0,,0,,1302082.423,0,1,0,0,0,0,0
PKe,10,2000,28704.95214,155861.1725,,,,0,,155861.1725,0,1,0,0,0,0,0
SX,1,2000,42938.28654,,78.76079755,24048.29685,2501.373863,529.2725595,0,27157.70407,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,2000,29886.97117,,813.2509162,21371.25818,4056.466424,0,0,26240.97552,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,2000,204408,,13538.01575,277239.0771,390196.5639,92296.5554,93.28631285,773363.4984,0.673460781,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,2000,1441941,,27508.28874,757145.6454,562693.4008,30916.6891,0,1378264.024,0.692715322,,0.013,0.46597,0.51008,0.01092,0
SX,6,2000,34802.41539,,5205.63402,46581.30354,8369.737193,0,0,60156.67475,0.331422414,,0.05769,0.77564,0.16666,0,0
SX,7,2000,20229.38006,,544.9911741,9455.953085,2523.301954,202.7769401,13.56932348,12740.59248,0.000889004,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,2000,48292.83326,,10131.21703,51003.90658,5547.021059,354.5727662,0,67036.71743,0.05026664,,0.12787,0.60919,0.25,0.01293,0
SX,9,2000,44281.6,,4645.489663,83836.6418,199162.364,1673.150747,19.91445253,289337.5607,0.004496241,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,2000,1430.626618,,472.4865969,2865.603948,8667.957457,302.3312566,0,12308.37926,0,,0.00263,0.36722,0.61886,0.01127,0
CM,1,2001,6192.10693,,0,3244.238184,3179.021008,0,0,6423.259192,0,,0,0.89285,0.10714,0,0
CM,02E,2001,277229.4456,,43334.41323,157613.2921,26238.65933,67.01598523,0,227253.3807,0.000954974,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,2001,86366.14276,,13875.12761,164893.4206,27000.94643,1123.413412,0,206892.908,0.00061329,,0.07939,0.69702,0.21237,0.0112,0
CM,3,2001,54621.65177,,11541.62485,54386.66293,14658.79845,275.4217039,0,80862.50794,0.255933209,,0.08855,0.76025,0.1447,0.00647,0
CM,4,2001,18470.22366,,1184.408534,50143.57545,1693.333799,28.24336076,0,53049.56114,0.252253891,,0.01986,0.89403,0.08388,0.0022,0
CM,5,2001,9586.68728,,1112.94619,8748.177113,288.8711443,0,0,10149.99445,0.207577767,,0.09714,0.87428,0.02857,0,0
CM,6,2001,111784.9989,,79165.37148,223460.6299,23471.57004,68.3881438,0,326165.9595,0.335190848,,0.21289,0.68521,0.10097,0.00091,0
CM,7,2001,433036.1089,,231700.088,270352.9822,20007.3783,192.559662,0,522253.0082,0.256880103,,0.27588,0.65695,0.06577,0.00138,0
CM,8,2001,332212.0344,,247401.6947,403904.1505,63420.93068,990.4854845,0,715717.2613,0.477956946,,0.17212,0.73415,0.09183,0.00187,0
CM,9,2001,67577.49279,,20868.90607,104316.9137,12681.88241,0,0,137867.7022,0,,0.16666,0.66666,0.16666,0,0
CM,10,2001,59783.68503,,39684.48546,11124.32889,2126.079159,0,0,52934.89351,0,,0.4643,0.4852,0.05049,0,0
CN,3,2001,32339.81493,,3798.78538,8248.994569,21745.41194,4768.640674,61.77771807,38623.61028,0.335690152,,0.11044,0.28912,0.47981,0.11857,0.00203
CN,4,2001,145120,,5986.963906,22896.33359,68595.81474,44794.08568,1233.789672,143506.9876,0.432912155,,0.02757,0.16565,0.45584,0.34313,0.00779
CN,6,2001,871.02925,,52.2162629,325.1060979,810.5170583,147.366758,2.297565882,1337.503743,0.119117647,,0.08068,0.3643,0.52078,0.03178,0.00244
CN,8,2001,30101,,3498.732641,15981.80401,24951.96952,2148.509704,4.984533915,46586.00041,0.343443675,,0.0811,0.33302,0.50783,0.07772,0.0003
CN,10,2001,468.6601796,,46.33167454,383.4563505,428.1727195,28.69083903,0,886.6515836,0.196626954,,0.04591,0.62755,0.30102,0.02551,0
CO,02E,2001,140171.2127,,231537.3822,6355.183931,0,0,0,237892.5662,0.001070908,,0.97333,0.02666,0,0,0
CO,02W,2001,60635.07564,,,0,,,0,0,0.001070908,,1,0,0,0,0
CO,3,2001,257944.6736,,237623.2719,215076.0058,731.8956178,20.43724267,0,453451.6105,0.535238159,,0.59858,0.39909,0.00226,0.00006,0
CO,4,2001,420002.7713,,326642.2883,170979.0277,869.1529553,0,0,498490.469,0.280086565,,0.75139,0.24624,0.00236,0,0
CO,6,2001,322968.458,,352724.1097,79629.51958,1641.562824,0,0,433995.1921,0.272541164,,0.81662,0.17795,0.00542,0,0
CO,7,2001,31049.97129,,37929.94714,3349.757401,0,0,0,41279.70454,0.193505304,,0.91212,0.08787,0,0,0
CO,8,2001,167875.6525,,67682.86919,10889.12165,0,0,0,78571.99084,0.202681954,,0.74897,0.25102,0,0,0
CO,9,2001,,,76606.82368,24736.9039,,0,0,101343.7276,,,0.79411,0.20588,0,0,0
CO,10,2001,65850.20549,,80414.45287,31703.08872,0,0,0,112117.5416,0.103677887,,0.77485,0.22514,0,0,0
PKo,02E,2001,10358.28209,8917.177666,,0,,0,,8917.177666,0,1,0,0,0,0,0
PKo,3,2001,1509731.492,2280761.504,,0,,0,,2280761.504,0.294436131,1,0,0,0,0,0
PKo,4,2001,2493705.092,5540727.26,,0,,0,,5540727.26,0.42365025,1,0,0,0,0,0
PKo,5,2001,596869.8819,607110.7726,,0,,0,,607110.7726,0.287503342,1,0,0,0,0,0
PKo,6,2001,2619680.675,7349589.304,,0,,0,,7349589.304,0.388158187,1,0,0,0,0,0
PKo,7,2001,804531.081,718111.9502,,0,,0,,718111.9502,0.233206713,1,0,0,0,0,0
PKo,8,2001,3654861.479,2315957,,0,,0,,2315957,0.180354059,1,0,0,0,0,0
PKo,9,2001,1906746.427,985285.9672,,0,,0,,985285.9672,0,1,0,0,0,0,0
PKo,10,2001,,77774.15988,,0,,0,,77774.15988,,1,0,0,0,0,0
SX,1,2001,8813.648289,,105.0143967,15481.47607,9791.542351,189.2931572,0,25567.32598,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,2001,30958.12022,,952.479473,6836.955146,12858.59585,0,0,20648.03047,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,2001,167258,,11345.48547,187656.5166,447921.27,72567.42277,59.06750466,719549.7623,0.713542907,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,2001,1471650,,21132.26199,514033.923,1443011.982,23436.2074,0,2001614.375,0.664550415,,0.013,0.46597,0.51008,0.01092,0
SX,6,2001,31218.45903,,3464.725056,38951.46924,9535.995097,0,0,51952.1894,0.36277752,,0.05769,0.77564,0.16666,0,0
SX,7,2001,7570.528035,,559.4170718,5486.349476,4072.43688,162.8318817,19.5469482,10300.58226,0.033450247,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,2001,92974.64343,,10706.00869,13516.8789,6855.073479,56.22064132,0,31134.18172,0.025184363,,0.12787,0.60919,0.25,0.01293,0
SX,9,2001,66045,,3897.194774,107222.7954,144129.9857,1533.412845,17.05917305,256800.4479,0.023652894,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,2001,8453.702741,,20.53145101,5143.391701,16592.94713,215.4899874,0,21972.36027,0,,0.00263,0.36722,0.61886,0.01127,0
CM,1,2002,11980.93433,,0,26491.84173,2569.401386,0,0,29061.24312,0.001333674,,0,0.89285,0.10714,0,0
CM,02E,2002,163515.9004,,41148.11963,143360.4169,4748.561239,336.2375739,0,189593.3354,0.036940206,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,2002,147601.2717,,18782.40919,88620.07878,21296.01078,955.8235292,0,129654.3223,0.010212959,,0.07939,0.69702,0.21237,0.0112,0
CM,3,2002,34992.15596,,6334.810171,77013.3889,6151.08472,219.735689,0,89719.01948,0.260856706,,0.08855,0.76025,0.1447,0.00647,0
CM,4,2002,7551.830906,,1114.301677,18047.37338,1073.247709,12.28498652,0,20247.20775,0.221092934,,0.01986,0.89403,0.08388,0.0022,0
CM,5,2002,13732.40277,,972.0196792,8839.457015,285.8876525,0,0,10097.36435,0.167558998,,0.09714,0.87428,0.02857,0,0
CM,6,2002,342623.2506,,69428.51349,159281.4678,7568.287914,27.7752809,0,236306.0445,0.371869702,,0.21289,0.68521,0.10097,0.00091,0
CM,7,2002,377121.7206,,113532.2621,199820.5251,9127.327979,166.5268828,0,322646.642,0.334017514,,0.27588,0.65695,0.06577,0.00138,0
CM,8,2002,423926.4228,,94697.35204,506996.5628,48392.29081,202.2714342,0,650288.4771,0.476191993,,0.17212,0.73415,0.09183,0.00187,0
CM,9,2002,156274.1338,,26079.22843,50727.52965,14134.03179,0,0,90940.78988,0,,0.16666,0.66666,0.16666,0,0
CM,10,2002,81452.86138,,10645.29081,20429.91008,915.3135897,0,0,31990.51448,0,,0.4643,0.4852,0.05049,0,0
CN,3,2002,14804.48355,,3151.02203,13103.39832,19296.45047,3603.700221,82.10819507,39236.67923,0.490414871,,0.11044,0.28912,0.47981,0.11857,0.00203
CN,4,2002,89235,,3811.156938,24927.44815,59506.45838,54297.96183,978.6613259,143521.6866,0.412330106,,0.02757,0.16565,0.45584,0.34313,0.00779
CN,6,2002,967.4213937,,72.00336397,566.9814164,2414.54765,29.86835647,6.966490293,3090.367277,0.197580645,,0.08068,0.3643,0.52078,0.03178,0.00244
CN,8,2002,19633,,3892.24747,16362.93706,14037.49621,1261.087081,7.844431644,35561.61225,0.42501759,,0.0811,0.33302,0.50783,0.07772,0.0003
CN,10,2002,468.6601796,,28.05778175,892.6312627,338.5519005,14.2918959,,1273.532841,0.187195324,,0.04591,0.62755,0.30102,0.02551,0
CO,02E,2002,184768.8525,,231964.2135,4900.235445,0,0,0,236864.4489,0,,0.97333,0.02666,0,0,0
CO,02W,2002,45423.92887,,55581.16674,,,0,0,55581.16674,0,,1,0,0,0,0
CO,3,2002,304360.6421,,322580.1598,129179.5765,735.7407363,15.36309169,0,452510.8401,0.223983008,,0.59858,0.39909,0.00226,0.00006,0
CO,4,2002,384259.1716,,521732.4996,90443.034,890.0042797,0,0,613065.5378,0.23325673,,0.75139,0.24624,0.00236,0,0
CO,6,2002,274994.5073,,365406.5264,53897.97939,957.796419,0,0,420262.3022,0.190422297,,0.81662,0.17795,0.00542,0,0
CO,7,2002,71647.8203,,34768.17164,3463.313414,0,0,0,38231.48506,0.138894865,,0.91212,0.08787,0,0,0
CO,8,2002,71928.8356,,32488.85476,6671.900562,0,0,0,39160.75532,0.148260282,,0.74897,0.25102,0,0,0
CO,9,2002,60660.85362,,95413.77218,,0,0,0,95413.77218,0.087997014,,0.79411,0.20588,0,0,0
CO,10,2002,92746.7683,,109108.7401,5325.444331,0,0,0,114434.1844,0.087997014,,0.77485,0.22514,0,0,0
PKe,1,2002,1504018.982,305668.8592,,0,,0,,305668.8592,0,1,0,0,0,0,0
PKe,02E,2002,634361.4614,384902.0571,,0,,0,,384902.0571,0.031697649,1,0,0,0,0,0
PKe,02W,2002,377426.7491,80607.5582,,0,,0,,80607.5582,0.054079557,1,0,0,0,0,0
PKe,3,2002,1093070.356,1660614.875,,0,,0,,1660614.875,0.29370795,1,0,0,0,0,0
PKe,4,2002,892711.7864,2301543.439,,0,,0,,2301543.439,0.357503966,1,0,0,0,0,0
PKe,5,2002,828609.1123,399333.2296,,0,,0,,399333.2296,0.23060755,1,0,0,0,0,0
PKe,6,2002,990480.7075,1253887.574,,0,,0,,1253887.574,0.34210484,1,0,0,0,0,0
PKe,7,2002,605092.5616,541845.0716,,0,,0,,541845.0716,0.136234274,1,0,0,0,0,0
PKe,8,2002,3122565.698,1478948.789,,0,,0,,1478948.789,0.248631461,1,0,0,0,0,0
PKe,9,2002,1302082.423,237999.6693,,0,,0,,237999.6693,0,1,0,0,0,0,0
PKe,10,2002,155861.1725,,,0,,0,,0,0,1,0,0,0,0,0
SX,1,2002,21808.12974,,67.60469901,60601.70807,3501.923409,191.1262021,0,64362.36238,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,2002,23043.08887,,304.7110929,21672.46905,5538.787684,0,0,27515.96783,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,2002,405474,,7679.488423,215417.9534,352174.4883,45948.61187,89.18249534,621309.7245,0.711195918,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,2002,646430,,14346.90881,1318226.07,1093866.422,23341.02942,0,2449780.43,0.529001574,,0.013,0.46597,0.51008,0.01092,0
SX,6,2002,47379.6123,,2897.216721,44379.05411,5618.137573,0,0,52894.4084,0.297086495,,0.05769,0.77564,0.16666,0,0
SX,7,2002,10892.74311,,324.5741102,8854.59305,3270.206958,234.5633784,25.78336453,12709.72086,0.018206821,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,2002,151817.9392,,2837.269392,16704.31698,1086.932399,68.0066978,0,20696.52547,0.036755063,,0.12787,0.60919,0.25,0.01293,0
SX,9,2002,209457,,4984.313649,77595.08203,132092.5636,1313.556325,15.96739089,216001.483,0.006625438,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,2002,92040.31387,,36.85132232,9845.921256,11826.80881,184.8845882,0,21894.46598,0,,0.00263,0.36722,0.61886,0.01127,0
CM,1,2003,53416.90345,,0,21411.67822,2817.306646,0,0,24228.98486,0,,0,0.89285,0.10714,0,0
CM,02E,2003,205417.8262,,37427.11992,25944.76,23824.83381,464.7685576,0,87661.48228,0.028113195,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,2003,116574.7997,,10094.39052,69895.85188,18119.08951,864.0863372,0,98973.41825,0.000505857,,0.07939,0.69702,0.21237,0.0112,0
CM,3,2003,78765.23369,,8970.309502,32316.14659,4907.430389,309.738955,0,46503.62543,0.260378361,,0.08855,0.76025,0.1447,0.00647,0
CM,4,2003,41267.01255,,401.0527418,11438.56111,466.8294876,25.71494431,0,12332.15828,0.19285527,,0.01986,0.89403,0.08388,0.0022,0
CM,5,2003,12702.94782,,982.1618905,8748.162167,240.8551503,0,0,9971.179207,0.168310148,,0.09714,0.87428,0.02857,0,0
CM,6,2003,315888.3257,,49488.25009,51359.49599,3073.797753,108.0529457,0,104029.5968,0.54909383,,0.21289,0.68521,0.10097,0.00091,0
CM,7,2003,543855.0475,,83912.80183,91157.74399,7893.374244,279.731049,0,183243.6511,0.328261406,,0.27588,0.65695,0.06577,0.00138,0
CM,8,2003,729506.6658,,118867.8847,386855.3307,9882.404357,317.575232,0,515923.1949,0.48595219,,0.17212,0.73415,0.09183,0.00187,0
CM,9,2003,180746.0926,,12681.88241,56536.12717,1327.284309,0,0,70545.29389,0,,0.16666,0.66666,0.16666,0,0
CM,10,2003,82663.03667,,19550.15319,8795.427138,714.5298422,0,0,29060.11017,0,,0.4643,0.4852,0.05049,0,0
CN,3,2003,28273.81248,,5005.349007,11627.69771,14582.48326,4789.644712,57.20703708,36062.38173,0.361719324,,0.11044,0.28912,0.47981,0.11857,0.00203
CN,4,2003,114346,,4149.241476,21624.41195,72131.83072,43069.99526,1180.486569,142155.966,0.371949061,,0.02757,0.16565,0.45584,0.34313,0.00779
CN,6,2003,702.4429436,,125.5730654,1689.049765,489.3815329,90.5643738,1.052541348,2395.621278,0.236220472,,0.08068,0.3643,0.52078,0.03178,0.00244
CN,8,2003,20666,,3985.069543,9205.472406,8239.434562,1984.641206,9.579659406,23424.19738,0.489855138,,0.0811,0.33302,0.50783,0.07772,0.0003
CN,10,2003,468.6601796,,65.31448264,705.7946401,168.6443716,,,939.7534943,0.160943897,,0.04591,0.62755,0.30102,0.02551,0
CO,02E,2003,134518.4597,,178858.5937,3876.241967,0,0,0,182734.8357,0.051370243,,0.97333,0.02666,0,0,0
CO,02W,2003,38309.44806,,,,0,0,,0,0.051370243,,1,0,0,0,0
CO,3,2003,186088.4841,,193749.0344,129858.2399,553.0713009,33.38027569,0,324193.7259,0.459075714,,0.59858,0.39909,0.00226,0.00006,0
CO,4,2003,350398.4288,,275981.6266,92612.79828,698.6546712,0,0,369293.0796,0.267179888,,0.75139,0.24624,0.00236,0,0
CO,6,2003,182086.1661,,247328.7988,31447.64909,1033.579949,0,0,279810.0279,0.242417595,,0.81662,0.17795,0.00542,0,0
CO,7,2003,35535.00765,,35946.80474,3023.299873,0,0,0,38970.10462,0.182786813,,0.91212,0.08787,0,0,0
CO,8,2003,77465.93268,,19906.32627,11083.35612,0,0,0,30989.68239,0.192025379,,0.74897,0.25102,0,0,0
CO,9,2003,,,,9275.741893,0,0,0,9275.741893,,,0.79411,0.20588,0,0,0
CO,10,2003,146539.8939,,18327.94673,12176.04181,0,0,0,30503.98854,0.114773581,,0.77485,0.22514,0,0,0
PKo,02E,2003,8917.177666,166214.4426,,0,,0,,166214.4426,0,1,0,0,0,0,0
PKo,3,2003,1636075.051,2625882.989,,0,,0,,2625882.989,0.282662809,1,0,0,0,0,0
PKo,4,2003,3749260.457,4546347.223,,0,,0,,4546347.223,0.323327014,1,0,0,0,0,0
PKo,5,2003,468084.6791,857117.7705,,0,,0,,857117.7705,0.228996255,1,0,0,0,0,0
PKo,6,2003,2928780.304,7087648.476,,0,,0,,7087648.476,0.601504222,1,0,0,0,0,0
PKo,7,2003,647394.9502,422213.026,,0,,0,,422213.026,0.098476289,1,0,0,0,0,0
PKo,8,2003,1698120,2201679.528,,0,,0,,2201679.528,0.266773951,1,0,0,0,0,0
PKo,9,2003,985285.9672,922866.0863,,0,,0,,922866.0863,0,1,0,0,0,0,0
PKo,10,2003,77774.15988,7824.080484,,0,,0,,7824.080484,0,1,0,0,0,0,0
SX,1,2003,16949.32363,,264.6362798,21674.0665,3535.834738,202.814097,0,25677.35162,0.2,,0.00371,0.8513,0.13754,0.00743,0
SX,02E,2003,23909.57694,,965.9039133,9335.327598,8890.641997,0,0,19191.87351,0.2,,0.02721,0.61054,0.36224,0,0
SX,3,2003,263688,,8815.572781,169370.6296,222991.6436,69375.06313,67.92225326,470620.8313,0.775421264,,0.01153,0.28175,0.58584,0.12071,0.00015
SX,4,2003,1351592,,36792.25898,999273.2231,1089424.066,11213.84294,0,2136703.391,0.360962737,,0.013,0.46597,0.51008,0.01092,0
SX,6,2003,41517.98967,,3300.92138,26145.94794,10647.95833,0,0,40094.82765,0.539869951,,0.05769,0.77564,0.16666,0,0
SX,7,2003,13411.51161,,523.8404285,7110.325502,4710.814517,309.4003744,31.08273115,12685.46355,0.057022277,,0.03831,0.64771,0.29789,0.01483,0.00123
SX,8,2003,60047.39385,,3506.330688,2648.61688,1314.796158,215.9516618,0,7685.695387,0.242097549,,0.12787,0.60919,0.25,0.01293,0
SX,9,2003,291227,,3607.052259,71114.50997,113153.4948,1229.489098,22.19830404,189126.7445,0.003963938,,0.01588,0.34178,0.63485,0.00736,0.00009
SX,10,2003,179578.6559,,70.54395987,7017.790591,10147.08248,208.0896403,0,17443.50667,0,,0.00263,0.36722,0.61886,0.01127,0
CM,1,2004,6284.341583,,0,23477.55538,5979.102135,0,0,29456.65752,0,,0,0.89285,0.10714,0,0
CM,02E,2004,240130.8369,,6773.401364,130171.975,32932.17208,196.0486038,0,170073.5971,0,,0.18046,0.69123,0.12651,0.00178,0
CM,02W,2004,164142.5091,,7961.58201,59468.84654,16380.07144,1843.838759,0,85654.33874,0.060746684,,0.07939,0.69702,0.21237,0.0112,0
CM,3,2004,99467.62701,,3764.096619,25782.32085,6917.503328,149.8113609,0,36613.73216,0.236836363,,0.08855,0.76025,0.1447,0.00647,0
CM,4,2004,46778.54397,,254.1902469,4975.419539,977.1678838,7.736699888,0,6214.514369,0.215325608,,0.01986,0.89403,0.08388,0.0022,0
CM,5,2004,9207.241635,,972.0180185,7370.1676,402.8982608,0,0,8745.083879,0.1963513,,0.09714,0.87428,0.02857,0,0
CM,6,2004,206789.0592,,15957.23355,20859.23596,11957.85932,39.70741241,0,48814.03624,0.443892779,,0.21289,0.68521,0.10097,0.00091,0
CM,7,2004,493644.5445,,38280.86081,78833.82631,13259.25172,264.7593552,0,130638.6982,0.412226144,,0.27588,0.65695,0.06577,0.00138,0
